id,country,mode,fulfill,incoterm,product,classification,vendor,molecule,year,quantity,item_value,unit_price,weight_kg,freight_cost,freight_per_kg,freight_pct_value,landed_cost,delivery_variance_days,on_time,weight_band,benchmark_freight_per_kg,price_index,anomaly_score,reason
12598,Zambia,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2009,35000,249200.0,0.12,2604.0,2448.71,0.9404,0.9826,252137.14,0,True,XL,1.9604,0.4797,0.7346,Peer deviation
12599,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2009,23670,269838.0,0.19,2666.0,7445.8,2.7929,2.7594,277812.68,0,True,XL,4.1841,0.6675,0.4042,Peer deviation
12600,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,2009,671,17613.75,0.88,59.0,7445.8,126.2,42.2727,25094.07,0,True,XS,259.4858,0.4863,0.7208,Freight > 25% of item value
12601,Zambia,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Zidovudine,2009,12294,94786.74,0.13,629.0,8281.69,13.1664,8.7372,103254.21,0,True,M,4.9754,2.6463,0.9732,Freight/kg > 2x peer lane
12603,Uganda,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,2009,2420,21199.2,0.15,202.0,1534.1,7.5946,7.2366,22774.85,0,True,S,12.3749,0.6137,0.4882,Peer deviation
12608,Mozambique,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,2009,17500,68250.0,0.06,1292.0,1588.05,1.2291,2.3268,69971.82,0,True,L,3.4554,0.3557,1.0336,Peer deviation
12609,Zambia,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Efavirenz,2009,88000,968000.0,0.37,7579.0,6759.28,0.8918,0.6983,976656.56,0,True,XXL,1.049,0.8502,0.1623,Peer deviation
12610,Tanzania,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,2009,536,9112.0,0.57,41.0,2233.61,54.4783,24.5128,11363.47,0,True,XS,24.7542,2.2008,0.7888,Freight/kg > 2x peer lane
12612,Mozambique,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2009,98396,700579.52,0.12,7426.0,2400.25,0.3232,0.3426,704352.91,0,True,XXL,3.5132,0.092,2.3859,Peer deviation
12613,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,2009,121280,1425040.0,0.39,9813.0,9341.49,0.952,0.6555,1437174.57,0,True,XXL,1.94,0.4907,0.7119,Peer deviation
12614,Tanzania,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Abacavir,2009,15900,404655.0,0.42,1630.0,2217.5,1.3604,0.548,407665.62,0,True,L,3.4554,0.3937,0.9321,Peer deviation
12617,Haiti,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Efavirenz,2009,36456,226756.32,0.21,3160.0,32104.3,10.1596,14.1581,259305.06,0,True,XL,5.2536,1.9338,0.6595,Peer deviation
12618,Mozambique,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Stavudine,2009,945,1408.05,0.02,62.0,1074.8,17.3355,76.3325,2485.89,0,True,XS,30.3862,0.5705,0.5612,Freight > 25% of item value
12620,Mozambique,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Stavudine,2010,735,1073.1,0.02,47.0,955.36,20.3268,89.028,2030.77,0,True,XS,30.3862,0.6689,0.402,Freight > 25% of item value
12628,Zambia,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Efavirenz,2007,16033,260536.25,0.54,536.0,3807.29,7.1032,1.4613,264343.54,0,True,M,3.9986,1.7764,0.5746,Peer deviation
12632,Zambia,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Nevirapine,2007,43470,155187.9,0.06,4398.0,18137.64,4.1241,11.6875,173325.54,0,True,XL,3.5189,1.172,0.1587,Peer deviation
12633,Zambia,Not captured,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Efavirenz,2007,1030,3574.1,0.12,48.0,574.56,11.97,16.0757,4148.66,0,True,XS,20.4944,0.5841,0.5377,Peer deviation
12635,Zambia,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,2007,4165,70805.0,0.57,265.0,1483.3,5.5974,2.0949,72288.3,0,True,S,6.6225,0.8452,0.1682,Peer deviation
12637,Rwanda,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,2007,38463,383860.74,0.17,3450.0,20896.5,6.057,5.4438,404757.24,0,True,XL,5.2536,1.1529,0.1423,Peer deviation
12639,Nigeria,Not captured,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Stat-Pak HIV, Kit",2007,6000,162000.0,1.35,1833.0,9666.0,5.2733,5.9667,171666.0,0,True,L,4.2743,1.2337,0.21,Peer deviation
12641,Zambia,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine,2007,3334,11035.54,0.06,179.0,1170.16,6.5372,10.6036,12205.7,0,True,S,6.6225,0.9871,0.013,Peer deviation
12644,Tanzania,Air,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",2007,100,3200.0,1.6,66.0,1004.6,15.2212,31.3938,4204.6,0,True,XS,30.3862,0.5009,0.6913,Freight > 25% of item value
12646,Mozambique,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Nelfinavir (as mesilate),2007,2579,205288.4,0.29,663.0,1824.11,2.7513,0.8886,207112.51,0,True,M,8.576,0.3208,1.1369,Peer deviation
12648,Côte d'Ivoire,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Efavirenz,2007,8148,132405.0,0.54,743.0,2660.0,3.5801,2.009,135065.0,0,True,M,3.9986,0.8953,0.1106,Peer deviation
12649,Côte d'Ivoire,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2007,9000,67500.0,0.12,974.0,3166.0,3.2505,4.6904,70666.0,0,True,M,3.9986,0.8129,0.2071,Peer deviation
12658,Mozambique,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2007,62000,458800.0,0.12,5778.0,20299.0,3.5132,4.4244,479833.08,0,True,XXL,3.5132,1.0,0.0,Peer deviation
12659,Côte d'Ivoire,Not captured,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV, Genie II HIV-1/HIV-2 Kit",2007,160,12160.0,1.9,173.0,1754.0,10.1387,14.4243,13914.0,0,True,S,6.6225,1.531,0.4259,Peer deviation
12661,Côte d'Ivoire,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,2007,35074,374590.32,0.18,3116.0,1478.0,0.4743,0.3946,376068.32,0,True,XL,3.5189,0.1348,2.004,Peer deviation
12662,Côte d'Ivoire,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,2007,621,10557.0,0.57,40.0,1388.0,34.7,13.1477,11945.0,0,True,XS,20.4944,1.6931,0.5266,Peer deviation
12663,Tanzania,Air,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Capillus HIV Kit",2007,2000,278000.0,1.39,1415.0,4458.0,3.1505,1.6036,282902.8,0,True,L,7.9081,0.3984,0.9203,Peer deviation
12665,Rwanda,Air,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Lopinavir/Ritonavir,2007,50,2055.0,0.14,50.0,661.06,13.2212,32.1684,2719.35,0,True,XS,30.3862,0.4351,0.8322,Freight > 25% of item value
12666,Côte d'Ivoire,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,2007,3090,127122.6,0.34,650.0,2457.0,3.78,1.9328,129783.0,0,True,M,3.9986,0.9453,0.0562,Peer deviation
12669,Côte d'Ivoire,Not captured,From RDC,N/A - From RDC,HRDT,HIV test - Ancillary,SCMS from RDC,"HIV, Pepti-LAV 1|2 (HIV-1|2 Ab differenciation, Immuno-Blot)",2007,2,477.3,238.65,6.0,1356.0,226.0,284.0981,1834.06,0,True,XS,20.4944,11.0274,2.4004,Freight/kg > 2x peer lane
12671,Côte d'Ivoire,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine,2007,22047,67022.88,0.05,1057.0,3348.0,3.1675,4.9953,70478.12,0,True,L,4.2743,0.741,0.2997,Peer deviation
12672,Rwanda,Air,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",2007,2034,33561.0,0.55,768.0,4465.1,5.8139,13.3044,38079.8,0,True,M,8.576,0.6779,0.3887,Peer deviation
12676,Côte d'Ivoire,Not captured,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit (no accessories)",2007,167,3340.0,0.67,67.0,1439.0,21.4776,43.0838,4784.34,0,True,XS,20.4944,1.048,0.0469,Freight > 25% of item value
12690,Zimbabwe,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,2007,1560,14820.0,0.16,90.0,1106.0,12.2889,7.4629,15949.71,0,True,XS,24.7542,0.4964,0.7003,Peer deviation
12694,Uganda,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,2007,1350,12825.0,0.16,80.0,739.0,9.2375,5.7622,13584.52,0,True,XS,20.4944,0.4507,0.7969,Peer deviation
12714,Zambia,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,2007,4078,167605.8,0.34,885.0,4119.6,4.6549,2.4579,171993.57,0,True,M,3.9986,1.1641,0.152,Peer deviation
12716,Zambia,Not captured,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Nevirapine,2007,10996,68175.2,0.03,3967.0,13094.92,3.301,19.2077,81379.2,0,True,XL,3.5189,0.9381,0.0639,Peer deviation
12718,Haiti,Not captured,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine Complete HIV Kit",2007,600,43200.0,0.72,137.0,1732.74,12.6477,4.011,45001.86,0,True,S,6.6225,1.9098,0.647,Peer deviation
12740,Zambia,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2007,18974,140407.6,0.12,1928.0,7194.3,3.7315,5.1239,147826.55,0,True,L,4.2743,0.873,0.1358,Peer deviation
12749,Côte d'Ivoire,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,2007,403,16563.3,0.34,88.0,1603.44,18.2209,9.6807,18193.24,0,True,XS,30.3862,0.5996,0.5114,Peer deviation
12753,Mozambique,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Ritonavir,2008,210,8055.6,0.46,63.0,740.16,11.7486,9.1881,8808.65,0,True,XS,30.3862,0.3866,0.9503,Peer deviation
12754,Côte d'Ivoire,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2007,40000,296000.0,0.12,4026.0,13325.0,3.3097,4.5017,309798.6,0,True,XL,5.2536,0.63,0.462,Peer deviation
12755,Nigeria,Air,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV, Genie II HIV-1/HIV-2 Kit",2008,375,28500.0,1.9,411.0,3147.0,7.6569,11.0421,31692.6,0,True,M,8.576,0.8928,0.1134,Peer deviation
12759,Ethiopia,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,2007,9691,92064.5,0.16,899.0,6483.0,7.2113,7.0418,98694.8,0,True,M,8.576,0.8409,0.1733,Peer deviation
12761,Uganda,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2008,1860,13764.0,0.12,192.0,1617.52,8.4246,11.7518,15403.54,0,True,S,6.6225,1.2721,0.2407,Peer deviation
12770,Ethiopia,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine,2008,29500,89680.0,0.05,1640.0,11273.0,6.8738,12.5702,101096.49,20,False,L,7.9081,0.8692,0.1402,Delivery > 14 days late
12771,Uganda,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2008,6500,48100.0,0.12,667.0,3609.2,5.4111,7.5035,51786.16,0,True,M,8.576,0.631,0.4605,Peer deviation
12773,Côte d'Ivoire,Air,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Stavudine,2008,2326,3535.52,0.01,232.0,1704.79,7.3482,48.2189,5245.97,0,True,S,12.3749,0.5938,0.5212,Freight > 25% of item value
12777,Haiti,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,2008,14995,141702.75,0.16,1586.0,17289.0,10.901,12.2009,159218.47,0,True,L,7.9081,1.3785,0.321,Peer deviation
12779,Côte d'Ivoire,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2008,3847,28467.8,0.12,408.0,1514.68,3.7125,5.3207,30028.03,0,True,M,8.576,0.4329,0.8373,Peer deviation
12784,Mozambique,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Ritonavir,2008,1358,13023.22,0.11,387.0,2107.14,5.4448,16.1799,15151.2,0,True,S,9.1256,0.5967,0.5164,Peer deviation
12786,Tanzania,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2008,40000,296000.0,0.12,4289.0,24594.29,5.7343,8.3089,321067.89,0,True,XL,5.2536,1.0915,0.0876,Peer deviation
12789,Ethiopia,Not captured,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Stavudine,2008,78460,119259.2,0.03,5184.0,17910.0,3.4549,15.0177,137360.01,0,True,XXL,3.3629,1.0273,0.027,Peer deviation
12790,Haiti,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Abacavir,2008,270,7433.1,0.46,862.0,9711.2,11.2659,130.648,17156.19,0,True,M,8.576,1.3137,0.2728,Freight > 25% of item value
12793,Cameroon,Air,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",2008,2000,64000.0,1.6,643.0,7805.33,12.1389,12.1958,71907.73,0,True,M,8.576,1.4155,0.3475,Peer deviation
12796,Zambia,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,2008,81198,162396.0,0.07,4678.0,30610.2,6.5434,18.8491,193266.03,0,True,XL,5.2536,1.2455,0.2196,Peer deviation
12798,Nigeria,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,2008,48,816.0,0.57,4.0,213.75,53.4375,26.1949,1031.06,0,True,XS,30.3862,1.7586,0.5645,Freight > 25% of item value
12803,Zimbabwe,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Zidovudine,2008,3180,25917.0,0.14,182.0,1593.48,8.7554,6.1484,27551.95,0,True,S,9.1256,0.9594,0.0414,Peer deviation
12806,Mozambique,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Nevirapine,2008,3000,10200.0,0.06,168.0,1074.95,6.3985,10.5387,11291.27,0,True,S,12.3749,0.5171,0.6596,Peer deviation
12808,Uganda,Air,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Nevirapine,2008,127,243.84,0.01,46.0,740.34,16.0943,303.6171,984.57,0,True,XS,30.3862,0.5297,0.6355,Freight > 25% of item value
12809,Ethiopia,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine,2008,30874,93856.96,0.05,1822.0,9742.0,5.3469,10.3796,103749.13,34,False,L,7.9081,0.6761,0.3914,Delivery > 14 days late
12812,Uganda,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2008,1400,18900.0,0.22,156.0,1282.6,8.2218,6.7862,20212.84,0,True,S,12.3749,0.6644,0.4089,Peer deviation
12813,Zambia,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Efavirenz,2008,35000,420350.0,0.4,2641.0,2938.92,1.1128,0.6992,424112.81,0,True,XL,1.9604,0.5677,0.5662,Peer deviation
12814,Zambia,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,2008,50000,472500.0,0.16,4585.0,2938.92,0.641,0.622,476365.02,0,True,XL,1.9604,0.327,1.1179,Peer deviation
12818,Kenya,Truck,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",2008,19999,399980.0,0.8,6074.0,1250.0,0.2058,0.3125,402013.96,0,True,XXL,1.049,0.1962,1.6287,Peer deviation
12819,Tanzania,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine,2008,32544,94703.04,0.05,1608.0,1700.32,1.0574,1.7954,96554.88,0,True,L,3.4554,0.306,1.1841,Peer deviation
12820,Haiti,Air,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Stavudine,2008,1500,2100.0,0.01,235.0,3022.74,12.8627,143.94,5126.1,0,True,S,12.3749,1.0394,0.0387,Freight > 25% of item value
12823,Nigeria,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,2008,1152,4492.8,0.06,85.0,1266.05,14.8947,28.1795,5767.66,0,True,XS,30.3862,0.4902,0.713,Freight > 25% of item value
12870,Kenya,Truck,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",2008,1067,34144.0,1.6,297.0,3616.67,12.1773,10.5924,37815.3,0,True,S,9.1256,1.3344,0.2885,Peer deviation
12825,Nigeria,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,2008,784,3057.6,0.06,58.0,1102.98,19.0169,36.0734,4165.47,0,True,XS,30.3862,0.6258,0.4687,Freight > 25% of item value
12827,Nigeria,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,2008,94,3863.4,0.34,27.0,1058.0,39.1852,27.3852,4927.58,0,True,XS,30.3862,1.2896,0.2543,Freight > 25% of item value
12828,Kenya,Truck,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",2008,20000,400000.0,0.8,6067.0,1250.0,0.206,0.3125,401890.0,0,True,XXL,1.049,0.1964,1.6276,Peer deviation
12839,Ethiopia,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Ritonavir,2008,14,537.04,0.11,25.0,505.0,20.2,94.034,1042.9,0,True,XS,24.7542,0.816,0.2033,Freight > 25% of item value
12841,Ethiopia,Air,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Lamivudine,2008,2005,3809.5,0.01,692.0,4983.22,7.2012,130.8103,8800.19,0,True,M,8.576,0.8397,0.1747,Freight > 25% of item value
12842,Uganda,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2009,14600,172280.0,0.2,1657.0,9995.55,6.0323,5.8019,182613.22,0,True,L,7.9081,0.7628,0.2708,Peer deviation
12852,Zambia,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Nevirapine,2008,9408,31987.2,0.06,893.0,6269.7,7.0209,19.6007,38308.08,0,True,M,8.576,0.8187,0.2001,Peer deviation
12853,Nigeria,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,2008,12696,333270.0,0.88,1114.0,7641.1,6.8592,2.2928,341444.33,0,True,L,7.9081,0.8674,0.1423,Peer deviation
12857,Tanzania,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,2008,76427,722235.15,0.16,7017.0,5367.09,0.7649,0.7431,728757.82,0,True,XXL,3.5132,0.2177,1.5246,Peer deviation
12863,Nigeria,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Stavudine,2008,7876,12207.8,0.03,521.0,4608.92,8.8463,37.7539,16840.65,0,True,M,8.576,1.0315,0.031,Freight > 25% of item value
12866,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2009,67842,773398.8,0.19,7627.0,11492.86,1.5069,1.486,786407.52,0,True,XXL,1.94,0.7767,0.2527,Peer deviation
12868,Côte d'Ivoire,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,2009,28624,267634.4,0.16,2583.0,7608.7,2.9457,2.8429,275767.66,0,True,XL,5.2536,0.5607,0.5786,Peer deviation
12869,Zimbabwe,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,2008,8000,16000.0,0.07,483.0,2947.59,6.1027,18.4224,18978.95,0,True,M,4.9754,1.2266,0.2042,Peer deviation
12875,Mozambique,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2009,135000,972000.0,0.12,10053.0,10211.52,1.0158,1.0506,984116.64,0,True,XXL,1.049,0.9683,0.0322,Peer deviation
12877,Nigeria,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Nevirapine,2009,248,793.6,0.05,24.0,1547.94,64.4975,195.0529,2343.1,0,True,XS,30.3862,2.1226,0.7526,Freight/kg > 2x peer lane
12878,Nigeria,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Nevirapine,2009,1067,3414.4,0.05,60.0,1981.1,33.0183,58.0219,5402.19,0,True,XS,30.3862,1.0866,0.0831,Freight > 25% of item value
12879,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,2009,35000,327250.0,0.16,3162.0,15128.37,4.7844,4.6229,343019.78,0,True,XL,4.1841,1.1435,0.1341,Peer deviation
12887,Uganda,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2009,3895,27732.4,0.12,289.0,2798.7,9.6841,10.0918,30585.46,0,True,S,12.3749,0.7826,0.2452,Peer deviation
12892,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Indinavir,2009,400,20000.0,0.28,89.0,7329.83,82.3576,36.6492,27369.03,0,True,XS,259.4858,0.3174,1.1476,Freight > 25% of item value
12893,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2009,3190,36366.0,0.19,361.0,7329.83,20.3042,20.1557,43767.11,0,True,S,60.2922,0.3368,1.0884,Peer deviation
12896,Mozambique,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Nevirapine,2009,9310,29792.0,0.05,376.0,2342.92,6.2312,7.8643,32193.31,0,True,S,12.3749,0.5035,0.6861,Peer deviation
12897,Zambia,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Efavirenz,2009,22260,244860.0,0.37,1921.0,2448.71,1.2747,1.0,247788.64,0,True,L,7.9081,0.1612,1.8252,Peer deviation
12899,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2009,1268,14455.2,0.19,143.0,7445.8,52.0685,51.5095,21929.33,0,True,S,60.2922,0.8636,0.1466,Freight > 25% of item value
12900,Zambia,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Efavirenz,2009,27941,307351.0,0.37,1970.0,6759.28,3.4311,2.1992,314712.69,0,True,L,3.4554,0.993,0.0071,Peer deviation
12902,Haiti,Air,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Zidovudine,2009,2757,5789.7,0.01,1038.0,11774.5,11.3434,203.3698,17575.55,0,True,M,8.576,1.3227,0.2797,Freight > 25% of item value
12905,Côte d'Ivoire,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2009,18180,206343.0,0.19,2047.0,6739.08,3.2922,3.266,213486.51,0,True,L,7.9081,0.4163,0.8763,Peer deviation
12909,Uganda,Ocean,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2009,8784,99698.4,0.19,1118.0,7338.54,6.564,7.3607,107232.35,0,True,L,3.6632,1.7919,0.5833,Peer deviation
12912,Uganda,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Efavirenz,2009,29426,201568.1,0.23,2529.0,4031.3,1.594,2.0,205994.47,0,True,XL,5.2536,0.3034,1.1926,Peer deviation
12914,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2009,17000,193800.0,0.19,1914.0,9341.49,4.8806,4.8202,203521.34,0,True,L,7.9099,0.617,0.4829,Peer deviation
12915,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2009,3001,34211.4,0.19,338.0,9341.49,27.6375,27.3052,43619.94,0,True,S,60.2922,0.4584,0.78,Freight > 25% of item value
12916,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,2009,240,2820.0,0.39,22.0,9341.49,424.6132,331.2585,12167.02,0,True,XS,259.4858,1.6364,0.4925,Freight > 25% of item value
12917,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2009,25281,288203.4,0.19,2847.0,9341.49,3.2812,3.2413,298109.77,0,True,XL,4.1841,0.7842,0.2431,Peer deviation
12918,Nigeria,Air Charter,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,2009,16912,192796.8,0.19,1905.0,9341.49,4.9037,4.8453,202516.17,0,True,L,7.9099,0.6199,0.4781,Peer deviation
12920,Mozambique,Truck,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,2009,1604,11420.48,0.12,120.0,1799.88,14.999,15.7601,13242.74,0,True,S,9.1256,1.6436,0.4969,Peer deviation
12925,Haiti,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Stavudine,2009,4410,6438.6,0.02,286.0,3842.22,13.4343,59.6748,10294.7,0,True,S,12.3749,1.0856,0.0821,Freight > 25% of item value
12926,Ethiopia,Air,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Nevirapine,2009,12873,37331.7,0.05,1258.0,6027.68,4.7915,16.1463,43439.87,0,True,L,7.9081,0.6059,0.5011,Peer deviation
